"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
6963,0.029,0,0.288,0.365,0.318
6964,0.944,0,0,0.007,0.049
6965,0.942,0,0,0,0.058
6966,0.141,0,0,0,0.859
6967,0.136,0,0,0,0.864
6968,0.137,0,0,0,0.863
6969,0.114,0,0,0.883,0.003
6970,0.059,0,0.001,0.004,0.936
6971,0.998,0,0,0,0.002
6972,0.044,0,0,0.043,0.913
6973,0.924,0,0,0,0.076
6974,0.67,0,0.007,0.014,0.309
6975,0.951,0,0,0,0.049
6976,0.125,0,0,0.856,0.019
6977,0.033,0,0,0,0.967
6978,0.084,0,0,0.005,0.911
6979,0.942,0,0,0,0.058
6980,0.895,0,0.005,0.009,0.091
6981,0.959,0,0,0,0.041
6982,0.592,0,0,0.35,0.058
6983,0.964,0,0,0,0.036
6984,0.973,0,0,0.025,0.002
6985,0.984,0,0,0.013,0.003
6986,0,0,0,0,1
6987,0.689,0,0.003,0.07,0.238
6988,0.066,0,0.001,0.12,0.813
6989,0.986,0,0,0.006,0.008
6990,0.817,0,0.001,0.163,0.019
6991,0.52,0,0.001,0.473,0.006
6992,0.349,0,0,0.002,0.649
6993,0.927,0,0,0.04,0.033
6994,0.519,0.001,0,0.124,0.356
6995,0.924,0,0,0,0.076
6996,0.942,0,0,0.048,0.01
6997,0.005,0,0.072,0.008,0.915
6998,0.81,0,0.003,0.041,0.146
6999,0.66,0,0,0.322,0.018
7000,0.987,0,0,0.006,0.007
7001,0.464,0,0.002,0.506,0.028
7002,0.991,0,0,0.001,0.008
7003,0.321,0,0,0,0.679
7004,0.024,0,0.215,0.414,0.347
7005,0.631,0,0.017,0.006,0.346
7006,0,0,0,0,1
7007,0.076,0,0.003,0.004,0.917
7008,0.951,0,0,0,0.049
7009,0.562,0,0,0.399,0.039
7010,0.968,0,0.001,0.012,0.019
7011,0.306,0,0.007,0.586,0.101
7012,0.039,0,0,0,0.961
7013,0.472,0,0,0.526,0.002
7014,0.968,0,0,0.003,0.029
7015,0.041,0,0,0,0.959
7016,0.175,0,0,0.812,0.013
7017,0.047,0,0,0,0.953
7018,0.873,0,0,0.108,0.019
7019,0.114,0,0,0.883,0.003
7020,0.077,0.001,0.079,0.307,0.536
7021,0.047,0,0,0,0.953
7022,0.887,0,0.008,0.014,0.091
7023,0.942,0,0,0,0.058
7024,0.057,0,0,0.036,0.907
7025,0.982,0,0,0.014,0.004
7026,0.001,0,0,0,0.999
7027,0.982,0,0,0.015,0.003
7028,0.04,0,0,0,0.96
7029,0.948,0,0,0,0.052
7030,0.998,0,0,0.002,0
7031,0.019,0,0,0,0.981
7032,0.127,0,0,0,0.873
7033,0.142,0,0.02,0.009,0.829
7034,0.942,0,0,0,0.058
7035,0.522,0,0,0.466,0.012
7036,0.001,0,0,0,0.999
7037,0.982,0,0,0.017,0.001
7038,0.942,0,0,0,0.058
7039,0.975,0,0,0.003,0.022
7040,0.336,0,0,0,0.664
7041,0.934,0,0.01,0.001,0.055
7042,0.038,0,0.003,0.004,0.955
7043,0.998,0,0,0,0.002
7044,0.996,0,0,0,0.004
7045,0.948,0,0,0,0.052
7046,0.942,0,0,0,0.058
7047,0.023,0.001,0.077,0.21,0.689
7048,0.67,0,0.007,0.014,0.309
7049,0.187,0,0,0.813,0
7050,0.321,0,0,0,0.679
7051,0.959,0,0,0,0.041
7052,0.914,0,0,0.02,0.066
7053,0.001,0,0,0,0.999
7054,0.998,0,0,0,0.002
7055,0.195,0,0.001,0.801,0.003
7056,0.03,0,0.105,0.347,0.518
7057,0.068,0,0,0,0.932
7058,0.055,0.001,0.098,0.27,0.576
7059,0.034,0,0.111,0.666,0.189
7060,0.924,0,0,0,0.076
7061,0.957,0,0,0.018,0.025
7062,0.127,0,0,0,0.873
7063,0.044,0,0.025,0.036,0.895
7064,0.948,0,0,0,0.052
7065,0.988,0,0,0,0.012
7066,0.697,0,0,0,0.303
7067,0.989,0,0,0.011,0
7068,0.011,0,0.082,0.001,0.906
7069,0.968,0,0,0,0.032
7070,0.039,0,0,0,0.961
7071,0.93,0,0,0.017,0.053
7072,0.788,0,0,0.194,0.018
7073,0.968,0,0,0,0.032
7074,0.825,0,0,0.126,0.049
7075,0.239,0.001,0,0.698,0.062
7076,0.42,0,0.002,0.576,0.002
7077,0.989,0,0,0,0.011
7078,0.07,0,0.003,0.014,0.913
7079,0.519,0,0.018,0.422,0.041
7080,0.417,0,0,0.521,0.062
7081,0.002,0,0,0,0.998
7082,0.066,0,0,0,0.934
7083,0.907,0,0,0.064,0.029
7084,0.762,0,0,0.205,0.033
7085,0.763,0,0,0.233,0.004
7086,0.125,0,0,0.874,0.001
7087,0.942,0,0,0,0.058
7088,0.996,0,0,0,0.004
7089,0.951,0,0,0,0.049
7090,0.887,0,0.008,0.014,0.091
7091,0.564,0,0,0.43,0.006
7092,0.343,0,0,0.011,0.646
7093,0.951,0,0,0,0.049
7094,0.039,0,0.17,0.593,0.198
7095,0.047,0,0,0,0.953
7096,0.047,0,0,0,0.953
7097,0.858,0,0.001,0.031,0.11
7098,0.919,0,0,0.072,0.009
7099,0.942,0,0,0,0.058
7100,0.97,0,0,0.006,0.024
7101,0.93,0,0,0.047,0.023
7102,0.98,0,0,0,0.02
7103,0.67,0,0.007,0.014,0.309
7104,0.999,0,0,0,0.001
7105,0.948,0,0,0,0.052
7106,0.018,0,0,0,0.982
7107,0.595,0,0,0.001,0.404
7108,0.697,0,0,0,0.303
7109,0.354,0,0,0.56,0.086
7110,0.994,0,0,0.006,0
7111,0.047,0,0,0,0.953
7112,0.054,0,0.081,0.134,0.731
7113,0.129,0,0,0,0.871
7114,0.05,0,0,0,0.95
7115,0.66,0,0,0.322,0.018
7116,0.033,0,0,0,0.967
7117,0.684,0,0,0.315,0.001
7118,0.073,0.001,0.006,0.001,0.919
7119,0.463,0,0,0.537,0
7120,0.056,0,0.019,0,0.925
7121,0.959,0,0,0,0.041
7122,0.026,0,0.101,0.548,0.325
7123,0.959,0,0,0,0.041
7124,0.336,0,0.014,0.612,0.038
7125,0.648,0,0.002,0.306,0.044
7126,0.075,0,0.006,0.079,0.84
7127,0.999,0,0,0.001,0
7128,0.45,0,0,0.55,0
7129,0.01,0,0.005,0,0.985
7130,0.948,0,0,0.01,0.042
7131,0.946,0,0,0.047,0.007
7132,0.375,0,0,0.624,0.001
7133,0.006,0,0.001,0,0.993
7134,0.751,0,0.003,0.088,0.158
7135,0.271,0,0,0.705,0.024
7136,0.457,0,0,0.539,0.004
7137,0.988,0,0,0,0.012
7138,0.92,0,0,0.006,0.074
7139,0.076,0,0.004,0.076,0.844
7140,0.35,0,0.002,0.641,0.007
7141,0.387,0,0,0,0.613
7142,0.933,0,0,0.066,0.001
7143,0.976,0,0,0.019,0.005
7144,0.044,0,0.049,0.209,0.698
7145,0.534,0,0,0.466,0
7146,0.976,0,0,0.015,0.009
7147,0.033,0,0,0.024,0.943
7148,0.625,0,0.001,0.171,0.203
7149,0.071,0,0.009,0.278,0.642
7150,0.723,0,0,0.224,0.053
7151,0.186,0,0.064,0.685,0.065
7152,0.001,0,0,0,0.999
7153,0.67,0,0.007,0.014,0.309
7154,0.286,0,0,0.002,0.712
7155,0.994,0,0,0,0.006
7156,0.04,0,0,0,0.96
7157,0.951,0,0,0,0.049
7158,0.418,0,0,0.511,0.071
7159,0.977,0,0,0,0.023
7160,0.779,0,0.029,0.177,0.015
7161,0.041,0,0,0,0.959
7162,0.937,0,0,0,0.063
7163,0.697,0,0.002,0.249,0.052
7164,0.074,0,0,0,0.926
7165,0.964,0,0,0.018,0.018
7166,0.217,0,0.121,0.63,0.032
7167,0.031,0,0,0.005,0.964
7168,0.948,0,0,0,0.052
7169,0.033,0,0,0.123,0.844
7170,0.349,0,0,0.002,0.649
7171,0.023,0,0.058,0.362,0.557
7172,0.968,0,0,0,0.032
7173,0.959,0,0,0,0.041
7174,0.047,0,0,0,0.953
7175,0.954,0,0,0.011,0.035
7176,0.805,0,0,0.19,0.005
7177,0.372,0,0,0.615,0.013
7178,0.883,0,0,0.107,0.01
7179,0.159,0,0,0.841,0
7180,0.989,0,0,0.007,0.004
7181,0.937,0,0,0,0.063
7182,0.964,0,0.005,0.021,0.01
7183,0.961,0,0,0,0.039
7184,0.056,0,0,0,0.944
7185,0.83,0,0,0.151,0.019
7186,0.969,0,0,0.027,0.004
7187,0.023,0,0.109,0.693,0.175
7188,0.999,0,0,0.001,0
7189,0.945,0,0.006,0.048,0.001
7190,0.827,0,0,0.167,0.006
7191,0.959,0,0,0,0.041
7192,0.58,0,0.001,0.413,0.006
7193,0.014,0,0.058,0.728,0.2
7194,0.993,0,0,0.007,0
7195,0.961,0,0,0,0.039
7196,0.579,0,0,0.4,0.021
7197,0.992,0,0,0.001,0.007
7198,0.989,0,0,0.011,0
7199,0.125,0,0,0.874,0.001
7200,0.502,0,0,0.492,0.006
7201,0.834,0,0,0.141,0.025
7202,0.924,0,0,0,0.076
7203,0.934,0,0.01,0.001,0.055
7204,0.127,0,0,0,0.873
7205,0.951,0,0,0,0.049
7206,0.579,0,0,0.4,0.021
7207,0.225,0,0.004,0.763,0.008
7208,0.968,0,0,0.014,0.018
7209,0.937,0,0,0,0.063
7210,0.959,0,0,0,0.041
7211,0.995,0,0,0,0.005
7212,0.067,0,0,0,0.933
7213,0.375,0,0,0.624,0.001
7214,0.683,0,0.001,0.284,0.032
7215,0.041,0,0,0,0.959
7216,0.114,0,0,0.883,0.003
7217,0.998,0,0,0,0.002
7218,0.335,0,0.001,0.658,0.006
7219,0.081,0,0.016,0.898,0.005
7220,0.731,0,0,0.11,0.159
7221,0.191,0,0.083,0.648,0.078
7222,0.951,0,0,0,0.049
7223,0.964,0,0,0,0.036
7224,0.047,0,0,0,0.953
7225,0.942,0,0,0,0.058
7226,0.271,0,0,0.729,0
7227,0.031,0,0,0,0.969
7228,0.068,0,0.022,0.464,0.446
7229,0.947,0,0,0.04,0.013
7230,0.93,0,0,0.031,0.039
7231,0.992,0,0,0.004,0.004
7232,0.009,0,0.066,0.705,0.22
7233,0.031,0,0,0,0.969
7234,0.343,0,0,0,0.657
7235,0.033,0,0,0,0.967
7236,0.202,0,0,0.782,0.016
7237,0.959,0,0,0,0.041
7238,0.048,0,0.409,0.083,0.46
7239,0.334,0,0.016,0.642,0.008
7240,0.053,0,0.023,0.051,0.873
7241,0.023,0,0.109,0.693,0.175
7242,0.959,0,0,0,0.041
7243,0.073,0,0,0,0.927
7244,0.622,0,0.004,0.354,0.02
7245,0.988,0,0,0,0.012
7246,0.83,0,0,0.151,0.019
7247,0.937,0,0,0,0.063
7248,0.092,0,0.006,0.004,0.898
7249,0.997,0,0,0.003,0
7250,0.953,0,0,0.026,0.021
7251,0.067,0,0.009,0.109,0.815
7252,0.061,0,0,0,0.939
7253,0.034,0,0.156,0.332,0.478
7254,0.994,0,0,0,0.006
7255,0.959,0,0,0,0.041
7256,0.197,0,0.002,0.789,0.012
7257,0.031,0,0,0,0.969
7258,0.127,0,0,0,0.873
7259,0.292,0,0.001,0.087,0.62
7260,0.037,0,0,0.034,0.929
7261,0.043,0,0,0,0.957
7262,0.274,0,0.019,0.684,0.023
7263,0.066,0,0,0,0.934
7264,0.9,0,0,0.096,0.004
7265,0.937,0,0,0,0.063
7266,0.302,0,0,0.008,0.69
7267,0.305,0,0,0,0.695
7268,0.942,0,0,0,0.058
7269,0.164,0,0.002,0.832,0.002
7270,0.387,0,0,0,0.613
7271,0.072,0,0,0,0.928
7272,0.825,0,0,0.126,0.049
7273,0.971,0,0.015,0.01,0.004
7274,0.333,0,0,0.003,0.664
7275,0.385,0,0,0.009,0.606
7276,0.088,0,0.006,0.624,0.282
7277,0.976,0,0,0.013,0.011
7278,0.333,0,0,0.003,0.664
7279,0.665,0,0,0.329,0.006
7280,0.127,0,0,0,0.873
7281,0.181,0,0,0.819,0
7282,0.97,0,0,0,0.03
7283,0.441,0,0.006,0.544,0.009
7284,0.066,0,0,0,0.934
7285,0.14,0,0,0.854,0.006
7286,0.128,0.001,0.039,0.32,0.512
7287,0.908,0,0.005,0.01,0.077
7288,0.974,0,0,0.024,0.002
7289,0.959,0,0,0,0.041
7290,0.228,0,0.003,0.649,0.12
7291,0.951,0,0,0,0.049
7292,0.97,0,0,0.024,0.006
7293,0.924,0,0,0,0.076
7294,0.997,0,0,0.001,0.002
7295,0.461,0,0,0.539,0
7296,0,0,0,0,1
7297,0.047,0,0,0,0.953
7298,0.989,0,0,0,0.011
7299,0.723,0,0.008,0.244,0.025
7300,0.947,0,0,0.046,0.007
7301,0.855,0,0,0.103,0.042
7302,0.04,0,0,0,0.96
7303,0.079,0,0,0.005,0.916
7304,0.127,0,0,0,0.873
7305,0.019,0,0,0,0.981
7306,0.343,0,0,0,0.657
7307,0.959,0,0,0,0.041
7308,0.959,0,0,0,0.041
7309,0.959,0,0,0,0.041
7310,0.937,0,0,0,0.063
7311,0.072,0,0,0.025,0.903
7312,0.959,0,0,0,0.041
7313,0.871,0,0.001,0.057,0.071
7314,0.363,0,0,0.011,0.626
7315,0.006,0,0,0,0.994
7316,0.109,0,0,0.878,0.013
7317,0.559,0,0,0.423,0.018
7318,0.064,0,0,0,0.936
7319,0.062,0,0.007,0.001,0.93
7320,0.02,0,0.279,0.257,0.444
7321,0.951,0,0,0.025,0.024
7322,0.983,0,0,0.002,0.015
7323,0.984,0,0,0.015,0.001
7324,0.066,0,0,0,0.934
7325,0.064,0,0,0,0.936
7326,0.005,0,0,0,0.995
7327,0.782,0,0.005,0.192,0.021
7328,0.964,0,0,0.01,0.026
7329,0.919,0,0,0.049,0.032
7330,0.995,0,0,0,0.005
7331,0.352,0,0,0,0.648
7332,0.727,0,0.011,0.261,0.001
7333,0.959,0,0.004,0.002,0.035
7334,0.937,0,0,0,0.063
7335,0.321,0,0,0,0.679
7336,0.565,0,0,0.433,0.002
7337,0.408,0,0,0.587,0.005
7338,0.959,0,0,0,0.041
7339,0.937,0,0,0,0.063
7340,0.005,0,0,0,0.995
7341,0.566,0,0,0.429,0.005
7342,0.947,0,0.001,0.044,0.008
7343,0.876,0,0,0.086,0.038
7344,0.987,0,0,0.003,0.01
7345,0.302,0,0,0.688,0.01
7346,0.119,0,0.006,0.644,0.231
7347,0.652,0,0,0.146,0.202
7348,0.129,0,0,0,0.871
7349,0.002,0,0,0,0.998
7350,0.691,0,0.001,0.29,0.018
7351,0.959,0,0,0,0.041
7352,0.999,0,0,0,0.001
7353,0.995,0,0,0,0.005
7354,0.94,0,0.001,0.027,0.032
7355,0.825,0,0.001,0.072,0.102
7356,0.564,0,0,0.43,0.006
7357,0.637,0,0,0,0.363
7358,0.995,0,0,0,0.005
7359,0.279,0,0,0.685,0.036
7360,0.972,0,0,0.014,0.014
7361,0.106,0,0.006,0.542,0.346
7362,0.78,0,0.011,0.012,0.197
7363,0.951,0,0,0,0.049
7364,0.978,0,0,0.018,0.004
7365,0.041,0,0,0,0.959
7366,0.999,0,0,0.001,0
7367,0.182,0,0,0.804,0.014
7368,0.476,0,0,0.443,0.081
7369,0.023,0,0.109,0.693,0.175
7370,0.995,0,0,0,0.005
7371,0.878,0,0,0.055,0.067
7372,0.005,0,0,0,0.995
7373,0.834,0,0,0.109,0.057
7374,0.297,0,0.055,0.058,0.59
7375,0.004,0,0.019,0,0.977
7376,0.072,0,0,0.025,0.903
7377,0.613,0,0,0,0.387
7378,0.942,0,0,0,0.058
7379,0.452,0,0.001,0.012,0.535
7380,0.937,0,0,0,0.063
7381,0.961,0,0,0,0.039
7382,0.316,0,0,0.684,0
7383,0.997,0,0,0.003,0
7384,0.78,0,0.011,0.012,0.197
7385,0.082,0,0.022,0.124,0.772
7386,0.062,0,0,0,0.938
7387,0.203,0,0.001,0.792,0.004
7388,0.959,0,0,0,0.041
7389,0.021,0,0,0,0.979
7390,0.966,0,0.003,0.01,0.021
7391,0.91,0,0,0.076,0.014
7392,0.997,0,0,0.002,0.001
7393,0.827,0,0,0.167,0.006
7394,0.352,0,0,0,0.648
7395,0.951,0,0,0,0.049
7396,0.038,0,0.003,0.672,0.287
7397,0.146,0,0,0.003,0.851
7398,0.002,0,0,0,0.998
7399,0.996,0,0,0.003,0.001
7400,0.942,0,0,0,0.058
7401,0.007,0,0.022,0,0.971
7402,0.535,0,0.027,0.41,0.028
7403,0.047,0,0,0,0.953
7404,0.777,0,0,0.223,0
7405,0.643,0,0,0,0.357
7406,0.114,0,0,0.883,0.003
7407,0.994,0,0,0.003,0.003
7408,0.265,0,0,0.731,0.004
7409,0.005,0,0,0,0.995
7410,0.959,0,0,0,0.041
7411,0.129,0,0,0,0.871
7412,0.075,0,0.011,0.908,0.006
7413,0.047,0.001,0.204,0.371,0.377
7414,0.951,0,0,0,0.049
7415,0.948,0,0,0,0.052
7416,0.066,0,0,0,0.934
7417,0.465,0,0,0.522,0.013
7418,0.172,0,0.009,0.024,0.795
7419,0.055,0,0.009,0.271,0.665
7420,0.948,0,0,0,0.052
7421,0.137,0,0.018,0.797,0.048
7422,0.967,0,0.007,0.009,0.017
7423,0.744,0,0,0.224,0.032
7424,0.002,0,0,0,0.998
7425,0.937,0,0,0,0.063
7426,0.606,0,0.007,0.359,0.028
7427,0.036,0,0.058,0.379,0.527
7428,0.825,0,0,0.126,0.049
7429,0.975,0,0,0.022,0.003
7430,0.991,0,0,0.008,0.001
7431,0.061,0,0.469,0.021,0.449
7432,0.924,0,0,0,0.076
7433,0.937,0,0,0,0.063
7434,0.709,0,0,0.251,0.04
7435,0.321,0,0,0,0.679
7436,0.999,0,0,0,0.001
7437,0.937,0,0,0,0.063
7438,0.327,0,0.163,0.062,0.448
7439,0.423,0,0,0.577,0
7440,0.075,0,0,0,0.925
7441,0.961,0,0,0.011,0.028
7442,0.994,0,0,0.006,0
7443,0.997,0,0,0.002,0.001
7444,0.968,0,0,0,0.032
7445,0.043,0,0,0,0.957
7446,0.787,0,0,0,0.213
7447,0.129,0,0,0,0.871
7448,0.025,0,0.113,0.467,0.395
7449,0.997,0,0,0,0.003
7450,0.042,0,0.05,0.113,0.795
7451,0.463,0,0,0.537,0
7452,0.997,0,0,0,0.003
7453,0.91,0,0,0.087,0.003
7454,0.97,0,0,0,0.03
7455,0.994,0,0,0,0.006
7456,0.336,0,0,0.664,0
7457,0.965,0,0,0.035,0
7458,0.047,0,0,0,0.953
7459,0.948,0,0,0,0.052
7460,0.999,0,0,0.001,0
7461,0.919,0,0,0.072,0.009
7462,0.657,0,0,0.337,0.006
7463,0.383,0,0,0.615,0.002
7464,0.038,0,0.01,0.02,0.932
7465,0.919,0,0,0.072,0.009
7466,0.948,0,0,0.052,0
7467,0.998,0,0,0,0.002
7468,0.924,0,0,0,0.076
7469,0.108,0,0.017,0.026,0.849
7470,0.047,0,0,0,0.953
7471,0.064,0,0,0,0.936
7472,0.97,0,0,0,0.03
7473,0.255,0,0,0,0.745
7474,0.055,0,0.004,0.01,0.931
7475,0.996,0,0,0,0.004
7476,0.053,0.001,0.012,0,0.934
7477,0.959,0,0,0,0.041
7478,0.93,0,0,0.031,0.039
7479,0.959,0,0,0,0.041
7480,0.989,0,0,0.011,0
7481,0.04,0,0,0,0.96
7482,0.924,0,0,0,0.076
7483,0.984,0,0,0.014,0.002
7484,0.383,0,0,0.615,0.002
7485,0.035,0,0.097,0.445,0.423
7486,0.331,0,0.047,0.558,0.064
7487,0.679,0,0,0.311,0.01
7488,0.04,0,0.007,0.306,0.647
7489,0.98,0,0,0.016,0.004
7490,0.937,0,0,0,0.063
7491,0.487,0,0.183,0.071,0.259
7492,0.047,0,0,0,0.953
7493,0.064,0,0,0,0.936
7494,0.111,0.005,0.028,0,0.856
7495,0.441,0,0,0.479,0.08
7496,0.976,0,0,0.019,0.005
7497,0.277,0,0,0.023,0.7
7498,0.959,0,0,0,0.041
7499,0.047,0,0,0,0.953
7500,0.005,0,0,0,0.995
7501,0.066,0.002,0.11,0.292,0.53
7502,0.019,0,0.04,0.466,0.475
7503,0.553,0.026,0,0.287,0.134
7504,0.476,0,0.007,0.515,0.002
7505,0.033,0,0.069,0.355,0.543
7506,0.129,0,0,0,0.871
7507,0.129,0,0,0,0.871
7508,0.937,0,0,0.052,0.011
7509,0.005,0,0,0,0.995
7510,0.004,0,0.007,0,0.989
7511,0.169,0,0,0.827,0.004
7512,0.744,0,0,0.224,0.032
7513,0.959,0,0,0,0.041
7514,0.988,0,0,0,0.012
7515,0.937,0,0,0,0.063
7516,0.994,0,0,0,0.006
7517,0.994,0,0,0,0.006
7518,0.656,0,0.017,0.278,0.049
7519,0.937,0,0,0,0.063
7520,0.174,0,0,0.826,0
7521,0.997,0,0,0,0.003
7522,0.574,0,0.001,0.348,0.077
7523,0.948,0,0,0,0.052
7524,0.159,0,0,0.841,0
7525,0.375,0,0,0.624,0.001
7526,0,0,0.015,0.003,0.982
7527,0.924,0,0,0,0.076
7528,0.937,0,0,0,0.063
7529,0.919,0,0,0.076,0.005
7530,0.027,0,0.142,0.575,0.256
7531,0.556,0,0,0.437,0.007
7532,0.852,0,0,0.132,0.016
7533,0.114,0,0,0.883,0.003
7534,0.205,0.001,0.001,0.753,0.04
7535,0.848,0,0.001,0.12,0.031
7536,0.699,0,0,0.297,0.004
7537,0.019,0,0,0,0.981
7538,0.762,0,0,0.205,0.033
7539,0.721,0,0,0,0.279
7540,0.97,0,0,0.007,0.023
7541,0.892,0,0,0.101,0.007
7542,0.83,0,0,0.038,0.132
7543,0.351,0,0,0.008,0.641
7544,0.982,0,0,0.014,0.004
7545,0.389,0,0,0.607,0.004
7546,0.973,0,0,0,0.027
7547,0.047,0,0,0,0.953
7548,0.959,0,0.004,0.002,0.035
7549,0.927,0,0,0.04,0.033
7550,0.026,0,0,0,0.974
7551,0.166,0,0,0.83,0.004
7552,0.997,0,0,0,0.003
7553,0.896,0,0,0.101,0.003
7554,0.977,0,0.003,0,0.02
7555,0.035,0,0.031,0.597,0.337
7556,0.033,0,0,0,0.967
7557,0.989,0,0,0.001,0.01
7558,0.001,0,0,0,0.999
7559,0.316,0,0,0.684,0
7560,0.508,0,0,0.471,0.021
7561,0.009,0,0.051,0,0.94
7562,0.946,0,0,0.054,0
7563,0.047,0,0,0,0.953
7564,0.937,0,0,0,0.063
7565,0.033,0,0.003,0.649,0.315
7566,0.948,0,0,0,0.052
7567,0.94,0,0,0.059,0.001
7568,0.98,0,0,0,0.02
7569,0.047,0,0,0,0.953
7570,0.047,0,0,0,0.953
7571,0.951,0,0,0,0.049
7572,0.613,0,0,0,0.387
7573,0.051,0,0,0,0.949
7574,0.263,0,0.002,0.724,0.011
7575,0.684,0,0,0.315,0.001
7576,0.795,0,0,0.123,0.082
7577,0.271,0,0,0.705,0.024
7578,0.025,0,0.071,0.569,0.335
7579,0.66,0,0,0.322,0.018
7580,0.086,0,0.019,0.071,0.824
7581,0.05,0,0,0,0.95
7582,0.001,0.001,0,0,0.998
7583,0.996,0,0,0,0.004
7584,0.936,0,0,0,0.064
7585,0.937,0,0,0,0.063
7586,0.033,0,0.334,0.367,0.266
7587,0.169,0,0,0.012,0.819
7588,0.414,0,0,0.585,0.001
7589,0.452,0,0.001,0.012,0.535
7590,0.634,0,0.003,0.315,0.048
7591,0.988,0,0,0,0.012
7592,0.995,0,0,0.002,0.003
7593,0.001,0,0,0,0.999
7594,0.057,0,0,0,0.943
7595,0.951,0,0,0,0.049
7596,0.033,0,0,0,0.967
7597,0.197,0,0,0.798,0.005
7598,0.516,0,0.002,0.273,0.209
7599,0.97,0,0,0,0.03
7600,0.519,0,0,0.125,0.356
7601,0.213,0,0,0.783,0.004
7602,0.95,0,0,0.044,0.006
7603,0.228,0,0.002,0.755,0.015
7604,0.997,0,0,0.001,0.002
7605,0.951,0,0,0,0.049
7606,0.999,0,0,0,0.001
7607,0.261,0,0.001,0.717,0.021
7608,0.022,0,0.152,0.396,0.43
7609,0.117,0,0.164,0.423,0.296
7610,0.954,0,0,0.039,0.007
7611,0.018,0,0,0,0.982
7612,0.921,0,0.003,0.07,0.006
7613,0.129,0,0,0,0.871
7614,0.952,0,0.001,0.015,0.032
7615,0.95,0,0,0.028,0.022
7616,0.951,0,0,0,0.049
7617,0.114,0,0,0.883,0.003
7618,0.959,0,0,0,0.041
7619,0.97,0,0,0,0.03
7620,0.305,0,0.023,0.665,0.007
7621,0.03,0,0,0.014,0.956
7622,0.978,0,0.001,0.001,0.02
7623,0.049,0,0.01,0,0.941
7624,0.096,0.001,0.009,0.237,0.657
7625,0.951,0,0,0,0.049
7626,0.956,0,0,0.029,0.015
7627,0.005,0,0,0,0.995
7628,0.25,0,0,0.732,0.018
7629,0.033,0,0,0.123,0.844
7630,0.973,0,0,0.027,0
7631,0.811,0,0,0.115,0.074
7632,0.959,0,0,0,0.041
7633,0.031,0,0,0,0.969
7634,0.565,0,0,0.433,0.002
7635,0.05,0,0,0,0.95
7636,0.062,0,0,0.001,0.937
7637,0.49,0,0,0.002,0.508
7638,0.031,0,0,0,0.969
7639,0.03,0,0.116,0.634,0.22
7640,0.363,0,0,0.011,0.626
7641,0.995,0,0,0,0.005
7642,0.948,0,0,0,0.052
7643,0.349,0,0,0.002,0.649
7644,0.67,0,0.007,0.014,0.309
7645,0.984,0,0,0.014,0.002
7646,0.001,0,0,0,0.999
7647,0.061,0,0,0,0.939
7648,0.992,0,0,0.003,0.005
7649,0.048,0,0,0,0.952
7650,0.699,0,0,0.297,0.004
7651,0.07,0,0.001,0.003,0.926
7652,0.846,0,0.001,0.091,0.062
7653,0.113,0,0,0.872,0.015
7654,0.756,0,0,0.162,0.082
7655,0.031,0,0,0,0.969
7656,0.877,0,0,0.083,0.04
7657,0.997,0,0,0,0.003
7658,0.984,0,0,0.013,0.003
7659,0.997,0,0,0,0.003
7660,0.031,0,0,0,0.969
7661,0.064,0,0,0.101,0.835
7662,0.982,0,0.001,0.012,0.005
7663,0.034,0,0.002,0.266,0.698
7664,0.951,0,0,0,0.049
7665,0.002,0,0.011,0,0.987
7666,0.246,0,0,0.746,0.008
7667,0.112,0.016,0.032,0.124,0.716
7668,0.49,0,0,0.002,0.508
7669,0.959,0,0,0,0.041
7670,0.787,0,0,0,0.213
7671,0.031,0,0,0,0.969
7672,0.97,0,0.003,0.022,0.005
7673,0.263,0,0.002,0.724,0.011
7674,0.872,0,0.003,0.055,0.07
7675,0.999,0,0,0,0.001
7676,0.046,0,0.081,0.519,0.354
7677,0.06,0,0.161,0.491,0.288
7678,0.973,0,0,0,0.027
7679,0.67,0,0.007,0.014,0.309
7680,0.998,0,0,0.001,0.001
7681,0.375,0,0,0.624,0.001
7682,0.006,0,0,0,0.994
7683,0.086,0,0.001,0.66,0.253
7684,0.834,0,0,0.141,0.025
7685,0.117,0,0,0.001,0.882
7686,0.936,0,0,0,0.064
7687,0.127,0,0,0,0.873
7688,0.959,0,0,0,0.041
7689,0.928,0,0,0.049,0.023
7690,0.352,0,0,0,0.648
7691,0.04,0,0,0,0.96
7692,0.031,0,0,0,0.969
7693,0.988,0,0,0,0.012
7694,0.517,0,0,0.293,0.19
7695,0.948,0,0,0,0.052
7696,0.047,0,0,0,0.953
7697,0.83,0,0,0.151,0.019
7698,0.995,0,0,0.005,0
7699,0.937,0,0,0,0.063
7700,0.321,0,0,0,0.679
7701,0.726,0,0.001,0.098,0.175
7702,0.054,0,0,0,0.946
7703,0.954,0,0,0.031,0.015
7704,0.957,0,0,0.018,0.025
7705,0.999,0,0,0.001,0
7706,0.942,0,0,0,0.058
7707,0.994,0,0,0,0.006
7708,0.951,0,0,0,0.049
7709,0.997,0,0,0.002,0.001
7710,0.657,0,0,0.337,0.006
7711,0.05,0,0,0,0.95
7712,0.996,0,0,0,0.004
7713,0.001,0,0,0,0.999
